wl,PAL.LeafLitter.1,PAL.LeafLitter.2,PAL.LeafLitter,PAL.LeafLitter,PAL.trunk.1,PAL.trunk.2,PAL.trunk,PAL.trunk,PAL.GreenLeaf,PAL.GreenLeaf,SAN.GreenLeaf,SAN.GreenLeaf,SAN.trunk,SAN.trunk,SAN.trunk,SAN.trunk,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,DAM.trunk,DAM.trunk,DAM.trunk,DAM.trunk,DAM.GreenLeaf,DAM.GreenLeaf,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.trunk,ESQ.trunk,ESQ.trunk,ESQ.trunk
214.957,14.53,22.76,-28.63,-8.81,19.27,50.71,-31.16,-33.98,-20.38,58.41,572.973,0,30.3,30.3,356.91,244.33,-42.795,-32.314,15.12,-54.13,21.622,83.784,25.05,28.361,-11.78,-136.527,-307.692,-84.444,9.81,-9.35,-33.05,39.7,31.42,241.27,-730.06,-375,583.81,565.04,987.59,1368.88,-361.27,-789.19,-997.3,462.55,638.8
215.434,25.31,29.21,-21.97,-4,30.72,56.63,-22.55,-34.17,1.12,59.67,574.286,110.417,-2.97,-2.97,521.79,317.45,-42.188,-32.292,13.26,-28.11,40.404,117.172,35.77,31.448,-7.28,-229.104,-82.051,2.083,16.26,-2.78,-17.08,47.96,39.44,200.71,-416.69,-174.99,213.2,225.01,459.75,727.13,-311.81,-412.86,-494.29,268.07,321.54
215.911,27.62,42.04,-6.8,14.66,43.3,52.12,-15.01,-18.3,21.19,59.54,530,90.476,-30.24,-30.24,483.5,239.17,-19.718,-33.333,21.21,-5.32,12.844,118.349,34.78,33.391,2.12,-275.652,-45,-361.905,9.04,-17.15,-11.24,57.07,47.13,80.16,-13.75,30.63,142.97,88.12,180.94,228.6,12.35,-239.37,-225.2,110.31,117.35
216.388,12.02,40.66,-10.1,12.78,39.36,37.9,-16.94,-12.57,40.45,64.69,578.049,-14.894,44.79,44.79,410.43,354.89,-7.985,-31.939,40.02,11.04,-7.407,122.222,23.54,30.384,17.53,-191.892,-53.191,-159.574,4.52,-16.68,-3.18,54.01,50.09,67.43,-25.96,12.02,117.67,60.09,135.33,164.3,19.11,-184.02,-166.86,52.16,32.57
216.865,19.71,29.32,1.84,4.08,31.07,30.43,-9.77,2.81,49.76,54.92,959.259,-271.429,54.14,54.14,812.82,689.37,-12.719,-41.228,49.66,24.42,-48.148,77.778,25.37,22.57,14.01,-177.536,0,-1200,16.68,0.83,0.04,48.41,45.25,72.81,13.63,18.51,102.84,45.77,105.68,140.82,33.68,-222.07,-215.86,46.91,40.17
217.342,11.74,18.97,6.54,-11.01,12.93,34.93,-11.57,7.09,66.57,58.34,1087.5,-400,33.77,33.77,449.04,370.06,-25.543,-60.326,47.11,40.53,6.25,36.25,31.83,31.201,8.49,-177.444,-47.059,-183.333,41.63,4.88,7.85,46.39,45.8,66.41,10.75,32.01,69.33,37.61,72.31,103.21,39.19,-243.8,-245.99,30.02,28.91
217.819,7.56,10.29,7.05,-15.55,19.31,23.24,-12.75,12.47,73.13,67.65,1618.75,-186.154,64.34,64.34,268.13,237.38,-37.356,-55.172,39.75,39.48,1.563,-28.125,26.06,31.922,9.39,-161.644,1.987,-47.692,49.67,4.09,20.23,48.37,54.67,66.09,17.45,31.37,67.15,45.52,64.5,107.95,30.13,-132.14,-131.75,25.59,17.86
218.296,26.71,17.5,11.15,3.09,26.9,22.38,-4.04,16.26,68.18,61.24,873.333,-70.536,69.67,69.67,221.33,192.52,-45.294,-36.471,8.37,20.22,-23.729,-45.763,17.6,18.99,13.74,-140.698,4.255,16.071,41.38,10.66,19.05,38.71,47.23,52.75,9.14,3.49,60.41,36.82,52.01,88.64,10.69,-107.33,-100.64,13.04,-1.14
218.773,24.86,5.08,9.53,1.08,24.71,15.42,-17.28,9.93,65.27,64.94,944.444,-1035.294,58.79,58.79,201.85,162.99,-40.179,-8.482,-22.68,26.78,-79.487,-58.974,15.67,8.561,6.6,-90,16.746,-164.706,37.41,6.7,15.88,34.6,48.29,38.31,5.65,23.69,53.2,25.43,54.24,79.51,36.47,-109.36,-109.68,18.37,-0.93
219.25,18,-1.65,6,-0.6,22.15,5.79,-26.48,4.41,62.98,65.09,800,976,99.98,99.98,212.28,173,-71.859,-23.116,-34.17,14.91,-32,9.333,3.38,-3.579,4.1,-68.771,3.398,300,35.61,4.43,22.46,45.49,62.85,18.66,8.62,26.38,42.2,32.59,41.63,62.37,37.89,-104.5,-119.29,16.64,-2.8
219.727,20.69,-0.88,17.38,3.58,8.51,7.5,-18.82,11.85,63.82,52.72,1314.286,-1875,105.58,105.58,214.11,166.63,-86.7,-32.02,-108.49,-59.83,-1.266,18.987,-9.8,-10.408,-1.81,-70.707,8.763,-891.667,19.53,5.04,28.66,50,67.63,11.22,5.59,19.9,37.62,21.22,31.82,51.6,28.9,-114.57,-112.25,13.24,-11.23
220.204,20.97,3.57,19.26,3.9,-1.11,19.36,-8.24,17.39,61.6,45.67,1633.333,686.207,85.41,85.41,175.23,117.18,-70.588,-22.353,-182.8,-123.05,2.97,1.98,-1.03,-3.704,-0.85,-67.224,25.366,168.966,19.39,3.89,23.09,46.61,63.68,14.91,3.04,29.9,37.96,21.79,40.79,54.35,29.01,-78.51,-83.75,12.92,-14.23
220.681,18.47,2.33,21.02,-0.82,-2.64,29.58,-4.95,19.61,63.6,47,1386.957,341.892,92.76,92.76,177.88,116.16,-85.13,-28.625,-207.5,-131.07,10.744,11.57,-21.03,-25.935,5.37,-63.758,28.761,143.243,29.99,6.74,24.08,33.39,50.81,2.64,-0.98,29.38,31.94,24.19,35.95,48.33,34.37,-48.04,-57.97,10.47,-17.57
221.157,3.64,-10.89,9.65,-10.19,-16.04,22.27,-2.56,14.19,59.1,42.99,1025.806,1587.5,112.46,112.46,183.73,116.17,-112.734,-42.697,-235.9,-138.67,21.324,16.176,-25.98,-35.632,12.71,-63.545,17.3,475,30.24,9.22,18.75,22.83,31.04,-3.68,-17.54,27.05,21.03,9.89,24.16,35.4,28.31,-57.25,-79.25,-2.15,-32.88
221.634,10.27,-4.12,8.29,-10.41,-15.25,21.42,2.22,25.16,55.65,30.57,509.259,813.793,98.49,98.49,177.93,79.87,-151.542,-65.639,-262.15,-116.94,21.472,16.564,-21.67,-30.476,9.16,-67.11,25.641,103.448,22.49,6.11,8.29,25.28,32.53,-8.68,-19.44,38.29,16.02,19.25,32.84,43.2,30.11,-51.86,-81.14,-1.49,-29.41
222.111,16.16,0.56,7.07,2.87,-7.62,14.78,3.1,18.67,54.01,25.68,363.014,-471.429,89.27,89.27,143.22,54.94,-132.432,-49.035,-193.08,-51.93,16.102,33.898,-41.06,-27.053,6.72,-90.236,30.351,134.286,12.9,2.64,1.19,31.77,34.58,-20.3,-17.26,38.27,13.44,15.27,39.27,36.67,30.92,-27.59,-53.35,1.88,-38.11
222.588,11.47,-10.78,5.57,-3.44,-13.13,9.76,-6.12,3,45.5,21.38,380.556,-355.556,99.98,99.98,147.13,67.85,-76.369,-19.885,-214.45,-97.56,-4.661,36.441,-57.01,-41.568,7.22,-113.919,20.779,186.111,4.01,4.67,0.76,34.67,38.54,-13.22,-10.18,53.32,34.68,17.04,57.85,45.52,36.23,-21.7,-53.75,13.38,-24.83
223.064,3.47,-12.37,-3.3,-4.62,-26.43,2.51,-19.72,-7.92,39.96,9.57,376,-95.349,97.64,97.64,163.73,61.46,-68.768,-21.49,-108.4,-68.37,-7.981,33.333,-76.69,-46.629,11.59,-120.325,36.279,112.791,-3.04,14.4,-1.44,27.25,30.23,-19.21,-16.06,53.44,40.54,11.24,78.32,46.27,27.46,-28.47,-65.41,14.79,-39.51
223.541,2.64,-7.88,-2.46,-14.26,-29.75,1.97,-20.42,-14.94,39.01,5.74,534.615,-180.645,92.78,92.78,166.63,44.07,-63.978,-18.817,-40.12,-12.97,-0.909,35.455,-51.85,-33.58,5.79,-159.391,48.971,200,-2.6,19.46,-6.5,25.17,30.4,-0.74,-9.13,58.13,43.8,20.84,82.04,43.2,31.69,-23.8,-52.64,40.58,-27.03
224.018,-3.41,-9.22,-1.02,-21.2,-35.11,16.13,-19.85,-21.86,51.07,9.67,401.515,-23.377,91.63,91.63,169.05,48.45,-66.851,-30.663,-10.18,4.32,-5.042,23.529,-44.77,-24.818,21.42,-321.186,45.704,197.403,9.38,26.25,4.02,34.15,38.71,6.52,-6.12,59.17,46.18,27.52,80.12,46.36,23.69,-12.88,-33.54,38.94,-13.71
224.494,-19.39,-15.78,-8.59,-30.74,-47.74,16.35,-27.8,-34.83,61.41,21.68,379.71,-74.157,61.78,61.78,144.83,49.73,-50.86,-23.342,7.84,10.15,-19.577,-0.529,-36.04,-27.033,26.92,-408.989,54.826,149.438,16.92,33.15,13.97,35.49,32.55,20.79,-4.82,49.07,54.95,18.7,85.46,46.99,15.51,-8.39,-26.1,32.69,-6.71
224.971,-25.21,-13.92,-16.02,-34.91,-44.99,13.39,-34.98,-49.5,67.35,23.73,350,-140.299,43.25,43.25,145.72,48.96,-52.346,-20.988,16.74,11.9,-56.25,-15.625,-24.27,-28.423,26.78,-409.474,77.966,228.358,25.94,34.39,11.8,34.49,22.77,32.53,3.85,60.04,67.68,22.44,94.34,55.93,12.77,-0.16,-22.34,40.28,-5.18
225.448,-32.57,-30.16,-18.85,-46.08,-42.9,6.73,-38.88,-54.4,73.45,24.71,264.22,-194.595,56.66,56.66,169.06,64.98,-60.582,-14.815,23.63,20.2,-41.969,-9.326,-26.84,-23.459,22.25,-347.863,67.431,144.595,19.37,29.31,12,44.48,16.58,18.79,18.4,47.4,56.38,23.09,71.09,51.69,4.12,-0.32,-18.47,32.03,-2.13
225.924,-33.99,-42.04,-28.22,-49.56,-45.86,-3.62,-54.79,-62.27,70.51,15.89,257.944,-94.393,59.11,59.11,146.26,73.47,-56.369,-9.756,31.22,24.41,-28.261,-2.174,-18.77,-9.474,10.21,-177.949,44.681,110.28,-11.92,13.51,5.79,67.19,19.79,26.49,23.55,47.9,49.15,13.07,76.37,46.09,8.99,-1.72,-28.64,27.18,1.25
226.401,-36.22,-37.91,-26.9,-41.61,-36.99,-3.29,-66.42,-59.43,75.33,-2.55,274.227,-87.5,33.05,33.05,118.45,62.4,-57.681,-9.565,37.63,19.51,-21.344,-4.348,-24.1,-8.606,1.78,-157.759,44.974,173.958,-43.47,4.75,0.4,70.69,23.39,22.98,26.18,38.38,40.7,22.5,72.57,46.14,18.2,-3.2,-19.36,25.37,4.67
226.877,-37.9,-42.23,-23.33,-37.67,-21.98,1.55,-66.16,-55.94,78.02,7.44,351.316,-65.185,49.26,49.26,139.64,82.46,-40.945,0,35.82,4.5,-21.374,2.29,-19.07,-12.5,3.58,-178.302,63.636,94.074,-31.26,5.14,4.33,67.48,15.68,23.95,36.68,47.42,50.64,24.05,68.68,44.8,20.62,-6.46,-18.26,22.89,11.38
227.354,-39.32,-29.11,-16.97,-36.79,-17.02,11.72,-48.69,-44.49,74.16,13.77,459.322,-89.844,60.64,60.64,143.45,92.67,-32.603,11.436,44.38,-4.79,-27.778,-5.983,-17.66,-21.188,4.07,-144.783,16,47.656,-25.82,-19,-6.88,54.59,8.3,19.62,37.37,58.38,47.52,28.48,58.95,47.65,28.83,-15.63,-24.51,20.17,12.34
227.83,-32.02,-10.93,-10.9,-23.41,-14.59,11.04,-33.92,-28.84,40.52,-5.09,536,-55.621,44.67,44.67,128.7,79.67,-27.518,10.074,55.3,1.49,-18.107,-3.292,-26.83,-33.171,-2.09,-125.82,-78.788,42.604,-64.03,-52.46,-46.3,48.91,2.75,11.99,37.42,52.99,46.03,25.94,62.5,39.27,14.43,-28.5,-31.63,5.11,1.85
228.307,-27.04,-12.14,-7.67,-21.61,-7.9,7.99,-23.67,-21.59,27.75,3.74,506,-156.701,31.6,31.6,117.61,69.62,-18.894,5.76,50.88,-2.84,-7.595,10.443,-15.05,-29.088,9.71,-90.566,-19.492,68.041,-56.97,-60.18,-46.75,46.09,2.08,17.32,41.05,59.41,41.47,27.31,61.34,40.39,27.74,-10.7,-15.55,-6.09,3.05
228.783,-21.82,-12.75,-0.67,-15.48,1.02,3.19,-15.17,-18.56,27.11,6.71,436.207,-83.832,37.48,37.48,112.73,73.38,-23.21,0,56.65,-2.16,-11.144,9.971,-12.17,-28.571,22.09,-102.141,-39.823,50.898,-30.74,-60.86,-38.84,42.85,3.79,24.72,45.78,60.55,37.13,30.03,60.63,57.42,38.27,-13.59,-12.65,-21.35,5.15
229.26,-16.79,-6.61,2.69,-8.47,6.92,4.17,-9.45,-16.01,17.02,2.38,487.037,-67.702,39.97,39.97,100.04,64.05,-13.965,1.995,64.74,-12.49,-15.278,6.389,-18.76,-32.736,28.43,-90.909,-153.448,1.863,-25.36,-57.01,-35.69,43.36,0.7,21.69,49.63,47.95,28.5,27.05,52.52,58.53,27.57,-12.81,-19.09,-38.71,-2.28
229.736,-9.04,0.96,8.28,-1.63,13.76,9.29,-4.27,-13.17,2.59,-5.4,404.839,-40.805,36.36,36.36,95.11,53.98,-12.593,3.457,65.45,-28.84,-9.375,4.167,-15.21,-29.357,27.43,-81.491,-58.407,17.816,-30.51,-58.85,-45.62,47.64,0.95,16.34,59.63,56.48,33.47,24.63,56.57,64.03,36.25,-5.6,-17.32,-31.75,2.92
230.212,-1.72,1.26,12.62,2.54,17.26,14.31,1.76,-6.51,-3.03,1.11,361.429,-5.914,37.19,37.19,82.16,51.74,-11.384,9.598,63.3,0.85,2.489,6.561,-18.88,-29.292,29.11,-62.585,-26.257,9.677,-26.32,-54.15,-53.05,48.39,6,14.24,46.95,43.28,33.09,30.07,43.84,47.43,40.07,-0.73,-8.23,-16.69,12.15
230.689,0.96,1.37,11.34,5.97,16,14.35,-3.2,-7.74,2,7.94,335.484,-5.83,33.87,33.87,69.26,47,-6.836,5.469,63.35,10.63,-5.814,-1.395,-18.2,-30.94,34.93,-56.103,-104.854,4.933,-16.76,-36.56,-46.4,42.69,9.59,20.58,37.21,33.45,32.05,23.4,39.44,31.7,31.93,-3.46,-14.73,-14.55,3.62
231.165,-0.78,2.35,9.83,4.83,12.17,13.35,-1.43,-5.29,11.1,17.08,377.778,4.545,31.14,31.14,68.12,44.02,-10.383,4.554,61.23,4.53,-10.39,-8.831,-18.7,-24.248,39.87,-56.785,-82.828,11.111,-2.17,-16.82,-28.53,33.74,10.09,18.06,28.89,30.02,36.55,20.18,37.45,30.1,22.11,5.7,4.9,-13.88,-0.84
231.641,1.8,2.23,12.82,4.1,10.39,13.04,4.08,-4.15,16.45,24.11,367.797,42.857,31.47,31.47,65.13,41.27,-4.926,4.105,46.57,-5.12,-4.615,-0.769,-16.35,-18.619,42.23,-69.838,-52.349,20.833,10.18,-6.87,-14.19,25.85,13.87,18.54,29.44,31.57,30.07,18.61,32.73,32.01,18.12,3.76,-3.76,-4.77,2.57
232.117,4.22,2.1,12.42,4.04,7.46,13.54,4.19,-3.33,17.09,24.44,421.429,39.007,27,27,53.14,31.96,-5.286,-3.231,36.31,-4.21,8.259,6.696,-21.11,-17.923,45.18,-81.549,-85.227,56.738,12.57,-6.48,-8.79,24.87,17.61,15.4,20.57,18.48,19.46,16.14,32.9,27.23,16.7,7.94,-2.25,-3.64,2.65
232.594,3.12,-1.81,7.48,1.75,4.83,12.19,0.15,-5.26,21.64,27.97,443.103,76.471,22.38,22.38,43.91,27.41,-5.007,-10.149,29.95,-0.42,14.94,9.96,-18.54,-14.948,47.04,-70.363,-48.108,108.403,17.63,1,-3.62,27.73,19.17,16.36,11.85,10.69,18.03,12.87,29.25,26.27,10.34,6.87,-2.95,-6.78,1.35
233.07,4.46,-3.97,5.93,1.02,5.11,10.79,-0.13,-4.96,28.16,30.86,458.73,135.87,23.99,23.99,40.73,27.89,-8.549,-15.155,24.43,1.23,19.643,-2.455,-12.72,-11.761,50.93,-50.754,-10.757,106.522,22.13,6.4,0.13,27.27,20.31,8.69,7,8.13,10.09,8.53,17.23,18.03,11.82,12.06,3.09,-5.69,0.78
233.546,5.82,-1.55,5.92,-1.12,5.01,11.38,0.18,-2.61,31.83,31.13,356.383,157.955,26.18,26.18,36.54,27.41,-6.885,-11.964,24.4,7.62,21.294,-1.253,-15.93,-12.614,53.25,-48.509,-12.625,78.409,23.6,8.84,0.85,26.22,22.38,8.69,6.51,8.42,10.05,8.87,15.17,18.32,12.11,10,-0.43,-1.48,5.08
234.022,2.82,-2.31,2.86,-3.34,0.6,10.36,-2.42,-2.4,33.3,31.51,390.909,122.642,25.02,25.02,33.95,27.29,-5.389,-6.986,24.8,8.93,25.893,-3.125,-19.69,-10.587,53.9,-37.778,-19.63,39.623,21.88,9.54,0.58,25.16,24.14,6.88,6.93,9.03,11.27,11.28,11.77,15.57,12.67,12.42,-4.21,-0.81,5.56
234.498,3,-2.1,3.38,-4,-0.54,9.26,-1.27,-0.03,33.86,31.69,333.663,138.571,22.23,22.23,32.93,24.94,-5.448,-6.002,24.19,9.01,32.068,-0.422,-15.94,-7.005,53.76,-34.371,-16.078,67.857,20.31,10.81,0.15,20.34,21.97,6.21,6.65,10.73,11.03,11.43,10.54,13.35,15.6,10.14,-4,1.51,4.9
234.975,3.23,-2.5,3.26,-5.34,-1.07,7.78,-0.31,3,36.23,32.22,335.714,67.296,19.96,19.96,29.61,21.31,-2.908,-3.678,19.49,11.12,24.457,3.442,-16.52,-5.15,54.06,-36.995,-25.116,35.849,19.78,9.62,-0.35,13.79,18.18,5.98,5.76,10.48,11.71,11.45,8.74,13.23,16,8.13,1.22,1.51,4.04
235.451,2.6,-0.59,2.7,-5.27,-1.18,5.77,1.41,4.16,39.14,32.52,386.747,30.476,16.95,16.95,26.21,19.8,2.811,-1.767,16.81,8.67,25.659,2.109,-14.31,-3.98,55.39,-33.453,-33.878,26.19,19.47,9.49,0.95,9.34,12.87,5.27,3.79,8.56,9.99,9.76,8.17,12.41,13.97,4.74,-0.86,1.29,2.15
235.927,1.61,0.89,2.66,-5.34,-1.53,5.33,2.55,4.72,39.65,32.49,488.571,32.955,13.16,13.16,24.56,16.58,7.595,-1.936,15.59,6.3,27.287,6.421,-11.72,-2.212,56.52,-32.082,-21.739,41.477,19.24,8.31,2.25,9.59,12.57,4.39,3.29,8.72,7.45,8.16,6.54,11.5,14.65,5.06,1.2,0.58,2.19
236.403,3.12,3.07,3.46,-3.7,1.2,6.01,3.74,6.06,40.24,32.53,364.516,3.636,12.39,12.39,24.01,14.27,10.316,-1.513,11.93,5.32,22.302,5.899,-8.66,-4.396,57.24,-26.533,-29.213,29.697,19.16,6.03,0.04,8.3,12.06,2.86,2.95,9.22,5.48,8.29,5.06,11.47,14.86,4.86,-1.31,0.82,2.61
236.879,4.37,3.78,3.26,-3.2,2.74,6.71,3.87,6.59,40.25,32.63,394.186,9.926,13.51,13.51,23.97,14.22,13.431,1.464,17.9,11.7,15.818,1.513,-5.78,-5.859,58.02,-16.856,-49.798,13.971,19.08,4.67,-2.84,8.84,9.79,2.73,2.87,9.31,5.24,7.53,4.64,11.04,15.52,8.5,1.88,0.29,1.94
237.355,4.21,3.94,2.36,-2.9,2.06,6.01,4.12,5.03,41.29,31.68,309.259,16.312,12.81,12.81,23.37,13.93,14.784,3.075,21.64,15.04,9.441,1.242,-3.54,-4.091,58.11,-9.557,-33.824,12.766,17.77,5.14,-3.56,8.45,8.14,2.51,2.43,9.43,4.22,7.48,3.78,11.8,14.23,8.95,4.17,-0.34,1.25
237.831,4,3.65,1.6,-2.12,1.72,5.48,3.77,5.13,42.44,29.77,271.429,5.502,11.32,11.32,22.49,11.79,15.177,4.194,20.59,12.22,11.477,5.568,0.14,-1.964,57.76,-7.172,-34.911,-0.647,15.57,3.36,-3.49,8.61,8.03,2.5,3.15,9.98,3.59,8.17,3.64,11.44,14.95,11.8,6.09,0.05,1.13
238.307,3.4,4.24,1.38,-1.96,2.14,5.3,3.72,5.23,41.89,29.02,218.657,-9.325,8.6,8.6,21.58,9.58,15.455,4.646,19.35,9.9,9.713,9.217,3.31,0.931,56.85,-9.126,-37.158,9.968,16.12,2.1,-3.49,6.98,6.58,3.65,4.2,9.86,3.57,9.57,3.95,11.94,15.64,11.65,4.85,0.92,1.78
238.783,3.08,3.78,1.34,-0.92,2.12,5.86,3.82,5.16,41.37,28.39,179.195,3.359,6.21,6.21,20.11,7.82,15.054,4.011,17.76,6.59,9.213,8.855,3.92,1.974,55.07,-9.847,-38.182,25.323,15.69,1.65,-3.05,6.47,6.55,3.4,3.68,9.38,3.37,8.74,3.34,9.68,14.33,10.23,6.37,1.05,1.15
239.258,3.31,4.03,1.38,-0.34,2.42,5.88,3.92,5.18,40.96,28.21,143.373,-4.722,5.53,5.53,19.55,7.73,16.444,1.738,17.12,3.47,9.395,9.559,5.39,1.625,54.07,-7.666,-10.045,40.278,15.62,2.27,-1.46,7.32,6.58,3.44,2.74,8.55,2.32,8.38,3.76,9.75,15.15,10.68,8.32,0.55,0.64
239.734,3.59,3.68,1.24,-0.24,2.53,5.66,3.77,5.26,40.95,28.17,144.186,-11.082,5.29,5.29,18.49,8.19,17.122,2.109,16.9,2.36,8.092,10.171,6.24,1.601,53.74,-9.984,-3.071,36.34,16.06,2.23,-0.58,7.78,6.58,3.9,3.05,8.45,2.29,8.23,3.75,9.32,15.27,11.21,10.24,0.28,0.52
240.21,3.67,3.5,0.84,-0.04,2.62,5.63,3.71,5,40.94,28.19,134.066,-5.263,4.45,4.45,17.21,7.6,18.058,1.398,17.65,1.45,6.695,10.043,6.28,1.119,53.3,-10.071,-12.801,31.025,17.04,2.99,0.79,8.12,6.65,4.05,2.33,8.19,1.74,8.16,3.92,8.81,14.49,12,9.49,0.09,0.56
240.686,3.3,3.6,0.56,0.39,2.81,5.28,3.26,5.05,40.4,27.83,125.532,-14.706,4.59,4.59,17.17,7.11,20.007,3.431,18.78,2.76,5.754,11.111,5.71,1.277,51.96,-8.57,-4.417,41.544,17.89,3.4,1.6,8.58,7.34,4.09,2.34,8.32,1.65,8.67,3.97,8.5,15.56,14.01,9.78,0.23,0.68
241.162,3.87,3.6,0.88,0.8,3.18,5.35,3.26,5.23,40.17,27.19,109,11.389,5.22,5.22,17.03,6.87,20.034,3.776,16.42,1.56,5.926,10.494,3.47,-0.303,49.99,-7.323,0.672,38.333,18.39,3.57,1.54,8.4,7.45,4.3,2.79,8.29,1.83,9.61,3.8,8.09,16.52,14.65,10.36,0.42,0.67
241.638,3.7,3.06,0.65,0.7,2.77,5.09,3.22,5.08,39.05,26.79,117.512,13.583,4.58,4.58,16,6.11,21.085,4.044,13.95,2.87,7.397,10.22,3.54,0.964,48.85,-6.935,4.487,23.419,18.83,3.55,2.53,9.43,7.47,5.31,3.34,8.09,2.59,10.63,4.34,7.82,17.18,13.62,9.97,0.66,0.75
242.113,2.81,2.29,-0.24,0.47,1.92,4.2,3,4.44,38.02,26.26,113.913,-3.857,4.1,4.1,15.65,6.01,21.759,5.21,11.44,2.07,9.356,11.227,2.28,2.196,47.52,-6.433,20.179,20.11,18.97,3.61,2.85,10.2,8.16,5.62,4.2,8.74,2.86,11.26,4.71,7.71,18.17,13.65,10.36,0.34,0.81
242.589,2.41,2.2,-0.59,0.76,2.27,4.17,3.08,4.71,36.44,25.52,116.087,-3.465,3.8,3.8,15.55,5.73,23.428,7.254,11.35,1.19,9.477,9.033,2.92,2.075,45.79,-6.414,25,4.208,18.82,3.66,2.43,10.39,8.7,6.28,5.22,9.81,3.49,11.79,4.92,7.33,19.25,14.54,10.31,0.74,1.02
243.065,2.53,2.31,-0.28,0.87,2.6,4.23,3.38,4.77,35.69,25.47,113.306,-13,3.88,3.88,15.6,6.14,24.916,8.258,12.8,2.08,8.43,7.545,1.8,0.593,44.75,-6.122,26.534,1,18.92,3.81,2.11,10.09,8.44,6.78,5.35,10.23,3.75,11.78,5.12,7.6,19.52,14.74,11.5,0.8,1.25
243.54,2.72,2.33,-0.04,1.04,2.85,4.1,3.55,4.78,34.48,24.83,114.919,-1.984,4.14,4.14,15.34,6.34,25.494,9.358,13.59,2.71,8.757,8.275,0.3,-0.67,43.35,-4.254,26.125,-0.992,18.57,3.87,2.08,10.6,8.68,6.69,5.28,10.74,4.26,11.59,5.35,7.86,20.26,14.08,10.93,0.54,1.12
244.016,2.39,2.37,-0.09,1.02,2.97,3.79,3.34,4.55,33.71,24.51,111.832,7.273,4.66,4.66,15.64,6.32,26.126,10.184,13.85,2.64,8.133,7.838,0.52,-0.373,42.28,-3.076,20.194,6.465,18.41,4.24,1.98,11.28,8.56,6.84,5.69,11.46,4.13,11.74,5.36,8.22,21.28,15.48,10.54,0.33,1.08
244.492,2.12,2.26,-0.16,0.83,3.16,3.67,3.15,4.4,33.28,24.15,104.863,-2.424,4.69,4.69,15.37,5.74,26.379,11.291,12.68,2.74,7.307,7.903,-0.23,-0.735,41.87,-1.715,14.262,-9.899,18.51,4.57,1.96,10.77,7.56,7.49,6.52,12.46,4.62,12.35,5.72,8.59,21.91,15.6,11.34,0.57,1.34
244.967,2.2,2.32,-0.14,0.94,3.19,3.67,3.23,4.29,32.82,23.89,108.523,-9.024,4.57,4.57,15.21,5.38,26.05,11.186,11.36,4.23,8.526,8.412,-0.56,-0.699,41.33,2.289,10.356,-10.313,18.05,4.6,2.02,9.95,7.46,8.02,6.39,12.85,4.54,12.49,6.06,8.93,22.79,16.45,11.53,0.52,1.09
245.443,1.74,2.17,-0.39,0.76,2.64,3.29,2.97,3.85,31.97,23,102.696,2.921,4.76,4.76,15.39,5.52,25.976,11.904,11.67,6.08,9.972,9.901,1.15,0.295,40.65,4.3,8.865,2.749,17.12,4.35,1.87,9.64,7.66,8.61,7.27,14.05,4.63,12.66,6.79,9.23,24.13,16.03,10.38,0.37,0.92
245.919,1.85,1.99,-0.43,0.54,2.44,3.23,2.83,3.46,31.12,22.52,100.428,9.581,4.81,4.81,15.33,5.4,24.58,11.614,9.93,5.42,10.256,9.784,2.17,1.259,39.75,4.15,13.278,7.036,16.72,4.29,1.78,9.85,7.57,9.58,8.06,15.11,4.94,13.47,7.04,9.87,24.41,14.98,10.33,0.24,1.1
246.394,1.86,1.99,-0.29,0.48,2.47,3.26,2.98,3.51,30.24,22,99.435,8.708,4.92,4.92,15.03,5.47,24.813,12.35,8.19,5.13,10.928,10.284,3.56,1.816,39.36,4.107,11.641,4.209,16.38,4.33,1.96,10.16,7.55,10.06,8.6,15.49,5.29,13.87,7.71,10.59,24.49,13.89,9.53,-0.04,1.06
246.87,1.71,1.99,-0.17,0.56,2.44,3.33,3.02,3.43,29.69,21.19,86.325,4.194,5.04,5.04,14.58,5.31,24.805,12.125,8.83,5.39,10.922,10.425,3.34,0.832,38.6,3.839,6.276,0.484,15.69,4.41,1.65,9.81,7.79,10.48,9.02,16.27,5.38,13.95,8.07,10.75,24.55,13.69,8.69,-0.18,0.94
247.345,1.93,2.24,0.09,0.64,2.7,3.63,3.12,3.6,29.4,20.59,79.938,6.897,4.79,4.79,14.05,5,24.06,11.976,10.36,5.9,10.589,9.662,5.25,1.617,37.84,4.017,1.311,5.379,15.06,4.29,1.49,9.03,7.35,10.63,8.86,16.53,5.25,14.19,8.18,10.88,24.35,14.68,8.92,-0.06,1.02
